Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
Trojaans paard	substantief	1.0	494333	963421	iets wat iemand nietsvermoedend als iets goeds binnenhaalt maar wat tot de eigen ondergang leidt	iets wat niet als schadelijk herkend wordt	Lange definitie: 'iets wat niet als schadelijk herkend wordt'.	'iets wat niet als schadelijk herkend wordt'.	0.702606201171875	0.6928898096084595	0.6977142095565796	0.5447957515716553	0.8594801425933838	0.9353682994842529
Trojaans paard	substantief	2.0	494333	924236	computervirus dat schijnbaar een onschuldig programma is	computervirus	Een Trojaans paard is een computervirus dat op een computer of computernetwerk wordt geïnstalleerd en bestanden onherstelbaar vernietigt tenzij er een bedrag wordt betaald.	Een Trojaans paard is een computervirus dat op een computer of computernetwerk wordt geïnstalleerd en bestanden onherstelbaar vernietigt tenzij er een bedrag wordt betaald.	0.6700959801673889	0.7413710951805115	0.7039339542388916	0.6765580177307129	0.6271262168884277	0.7720708847045898
trompe-l'oeil	substantief	1.0	159890	159891	afbeelding die zo werkelijkheidsgetrouw is of zodanig geplaatst is dat er een illusie van diepte ontstaat en men de indruk krijgt dat het afgebeelde echt is	afbeelding die echt lijkt	Woord: trompe-l'oeil Korte definitie: 'afbeelding die echt lijkt' Lange definitie: 'afbeelding die echt lijkt'	'afbeelding die echt lijkt'	0.8074193000793457	0.6512771844863892	0.720991313457489	0.5653125643730164	0.8010531663894653	0.9435868859291077
trouvaille	substantief	1.0	160013	160014	knappe vondst, vooral op artistiek gebied ontdekt talentvol kunstenaar	knappe vondst ontdekking	Lange definitie: een knappe vondst, ontdekking	een knappe vondst, ontdekking	0.7806873321533203	0.7251807451248169	0.7519110441207886	0.76087886095047	0.6293114423751831	0.6977565884590149
trouvaille	substantief	1.1	160013	160015	ontdekt talentvol kunstenaar	ontdekking	Lange definitie: ontdekking, ontdekkingsreis	ontdekking, ontdekkingsreis	0.6389955878257751	0.6576893329620361	0.6482076644897461	0.5882039666175842	0.6419662237167358	0.7838430404663086
trouwkleed	substantief	1.0	323246	383860	jurk, traditioneel een lange witte jurk, versierd met borduursel of kant, die de bruid draagt tijdens de bruiloft	trouwjurk	Lange definitie: jurk, traditioneel een lange witte jurk, versierd met borduursel of kant, die de bruid draagt tijdens de bruiloft	jurk, traditioneel een lange witte jurk, versierd met borduursel of kant, die de bruid draagt tijdens de bruiloft	1.0	1.0	1.0	0.9457391500473022	0.739790678024292	0.9820032715797424
trouwplanner	substantief	1.0	222781	222784	iemand die zich voor zijn beroep bezighoudt met de organisatie van bruiloften	iemand die bruiloften organiseert	Een trouwplanner is iemand die bruiloften organiseert.	Een trouwplanner is iemand die bruiloften organiseert.	0.7642048597335815	0.7347325086593628	0.7491788864135742	0.7330123782157898	0.842585027217865	1.0
trouwplanner	substantief	2.0	222781	222792	boekje of folder met tips en een tijdschema voor het organiseren van een bruiloft	schema voor een bruiloft	Een trouwplanner is een boekje of folder met tips en een tijdschema voor het organiseren van een bruiloft.	Een trouwplanner is een boekje of folder met tips en een tijdschema voor het organiseren van een bruiloft.	0.8688007593154907	0.9240716099739075	0.8955841660499573	0.9189713001251221	0.7445741295814514	0.9447771310806274
true crime	substantief	1.0	252943	252944	non-fictiegenre in film, literatuur, tijdschriften en podcasts waarin waargebeurde misdaden centraal staan	genre rondom echte misdaden	Lange definitie: 'genre rondom echte misdaden'	'genre rondom echte misdaden'	0.8026779294013977	0.6935958862304688	0.7441607117652893	0.6757955551147461	0.5992429852485657	0.9148630499839783
tsaar	substantief	1.0	160163	160164	vroegere Slavische vorst, in het bijzonder de keizer van Rusland persoon die op een tsaar lijkt of met een tsaar vergeleken wordt vanwege de sterke machtspositie die hij heeft, bijvoorbeeld een tirannieke machthebber of iemand die op sportief, kunstzinnig of ander gebied oppermachtig is	slavische vorst persoon die op een tsaar lijkt	Een tsaar is een slavische vorst, een persoon die op een tsaar lijkt.	Een tsaar is een slavische vorst, een persoon die op een tsaar lijkt.	0.8141224980354309	0.6796433925628662	0.740829586982727	0.5354982614517212	0.6920408010482788	0.27960485219955444
tsaar	substantief	1.1	160163	869241	persoon die op een tsaar lijkt of met een tsaar vergeleken wordt vanwege de sterke machtspositie die hij heeft, bijvoorbeeld een tirannieke machthebber of iemand die op sportief, kunstzinnig of ander gebied oppermachtig is	persoon die op een tsaar lijkt	Lange definitie: iemand die op een tsaar lijkt	iemand die op een tsaar lijkt	0.8896299004554749	0.6726061701774597	0.7660437226295471	0.6062326431274414	0.8769780397415161	0.9057682752609253
TTV	overige	1.0	544338	544341	als onderdeel van de eigennaam van een tafeltennisvereniging	tafeltennisvereniging	Lange definitie: een vereniging die tafeltennis speelt	een vereniging die tafeltennis speelt	0.785262405872345	0.7362655997276306	0.7599751353263855	0.7792560458183289	0.8493452072143555	0.7501233816146851
TTV	overige	2.0	544338	544347	als onderdeel van de eigennaam van een touwtrekvereniging	touwtrekvereniging	Lange definitie: vereniging die zich bezighoudt met het touwtrekken	vereniging die zich bezighoudt met het touwtrekken	0.7289237976074219	0.7316751480102539	0.7302969098091125	0.6484429836273193	0.7684812545776367	0.9084806442260742
tuinder	substantief	1.0	160347	160348	iemand die zich, voor zijn beroep of uit liefhebberij, bezighoudt met het onderhoud van een of meer tuinen	iemand die tuinen onderhoudt	Lange definitie: iemand die zich bezighoudt met het onderhouden van tuinen	iemand die zich bezighoudt met het onderhouden van tuinen	0.9152294397354126	0.7419322729110718	0.8195196390151978	0.8338039517402649	0.8640336990356445	1.0
tuinder	substantief	2.0	160347	313518	iemand die zich met commerciële bedoelingen op min of meer uitgebreide schaal bezighoudt met het kweken van fruit, groenten en planten	iemand die tuinbouw beoefent	Lange definitie: iemand die tuinbouw beoefent voor zijn beroep	iemand die tuinbouw beoefent voor zijn beroep	0.734315812587738	0.6525274515151978	0.6910099387168884	0.618341863155365	0.7738412618637085	0.9684609174728394
tuinier	substantief	1.0	160365	160366	iemand die voor zijn beroep of uit liefhebberij een of meerdere tuinen aanlegt, bewerkt en onderhoudt	iemand die tuinen bewerkt	Lange definitie: iemand die zich voor zijn beroep bezighoudt met het aanleggen, in orde maken, bewerken en onderhouden van een tuin of tuinen	iemand die zich voor zijn beroep bezighoudt met het aanleggen, in orde maken, bewerken en onderhouden van een tuin of tuinen	0.7644283771514893	0.7707532644271851	0.7675777673721313	0.8482939004898071	0.8237450122833252	0.9869771003723145
tuinman	substantief	1.0	160398	160399	iemand die zich voor zijn beroep bezighoudt met het in orde maken, bewerken en onderhouden van een tuin of tuinen	iemand die tuinen onderhoudt	Een tuinman is iemand die tuinen onderhoudt.	Een tuinman is iemand die tuinen onderhoudt.	0.7529716491699219	0.6625317931175232	0.7048624753952026	0.7267671227455139	0.8441662192344666	0.9769973754882812
tuinman	substantief	2.0	160398	313490	iemand die zich uit liefhebberij bezighoudt met het verzorgen van een tuin	iemand die tuiniert	Een tuinman is iemand die zich bezighoudt met tuinieren.	Een tuinman is iemand die zich bezighoudt met tuinieren.	0.7823119759559631	0.738844633102417	0.7599572539329529	0.81283038854599	0.8628779053688049	1.0
turbomotor	substantief	1.0	160501	160502	motor met een compressor die lucht samenperst, waardoor in de cilinders meer zuurstof voor de verbranding van een grotere hoeveelheid brandstof beschikbaar is en een krachtigere verbranding mogelijk is die het prestatievermogen sterk opdrijft	motor met turbolader	Lange definitie: verbrandingsmotor die is voorzien van een of meer cilinders waarin zich een turbo bevindt die door de opgebouwde gasdruk telkens wordt weggeduwd en de aangevoerde energie zo omzet in mechanische energie	verbrandingsmotor die is voorzien van een of meer cilinders waarin zich een turbo bevindt die door de opgebouwde gasdruk telkens wordt weggeduwd en de aangevoerde energie zo omzet in mechanische energie	0.7084788680076599	0.7175252437591553	0.7129732966423035	0.5989623665809631	0.6125383377075195	0.3679405450820923
tureluur	substantief	1.0	160510	160511	middelgrote vogel met lange dunne oranjerode poten, een lange spitse snavel en een grijsbruin verenkleed die vooral in vochtige weilanden leeft	weidevogel	Lange definitie: weidevogel met een bruinrode nek, borst en buik, lange poten en een lange, vrijwel rechte, fijne snavel	weidevogel met een bruinrode nek, borst en buik, lange poten en een lange, vrijwel rechte, fijne snavel	0.8112422227859497	0.7616162300109863	0.785646378993988	0.7434110045433044	0.7481117248535156	0.8362399339675903
Turkmeen	substantief	1.0	160538	160539	iemand die behoort tot het Turkmeense volk	iemand uit Turkmenistan	iemand die behoort tot het Turkmeense volk	iemand die behoort tot het Turkmeense volk	1.000000238418579	1.000000238418579	1.000000238418579	0.9851937294006348	0.8489168882369995	1.0
Turkse tortel	substantief	1.0	917941	917945	grijs-beige duif met een zwart-wit nekstreepje en een halfwitte staart die in Noordwest-Europa veel voorkomt in steden	grijs-beige duif met zwart-witte nekstreep	Lange definitie: grijs-beige duif met zwart-witte nekstreep, die voorkomt in Turkije	grijs-beige duif met zwart-witte nekstreep, die voorkomt in Turkije	0.8948500752449036	0.8285852670669556	0.8604437708854675	0.8827016353607178	0.6242835521697998	0.6164416074752808
Turkse tortelduif	verbinding	1.0	323134	917946	grijs-beige duif met een zwart-wit nekstreepje en een halfwitte staart die in noordwest Europa veel voorkomt in steden	grijs-beige duif met zwart-witte nekstreep	Lange definitie: grijs-beige duif met een zwart-witte nekstreep, die voorkomt in Turkije	grijs-beige duif met een zwart-witte nekstreep, die voorkomt in Turkije	0.9004641771316528	0.844449520111084	0.8715577721595764	0.8854364156723022	0.6336543560028076	0.6926943063735962
Turnhoutenaar	substantief	1.0	160553	160554	iemand die afkomstig is uit Turnhout	iemand uit Turnhout	iemand die afkomstig is uit de Belgische gemeente Turnhout	iemand die afkomstig is uit de Belgische gemeente Turnhout	0.8816420435905457	0.947111964225769	0.9132051467895508	0.9124302268028259	0.875794529914856	1.0
tussenproduct	substantief	1.0	160696	160697	product dat nog verder verwerkt moet worden tot eindproduct	halfproduct	Een tussenproduct is een eindproduct dat nog niet volledig is voltooid.	Een tussenproduct is een eindproduct dat nog niet volledig is voltooid.	0.7641427516937256	0.7641850709915161	0.7641639113426208	0.7103237509727478	0.8376253843307495	0.8981468081474304
tussenproduct	substantief	2.0	160696	534119	tussenresultaat van een wetenschappelijk onderzoek in de vorm van een publicatie, een verslag of een demonstratie	tussentijds resultaat	Een tussenproduct is een tussentijds resultaat.	Een tussenproduct is een tussentijds resultaat.	0.6985268592834473	0.6306891441345215	0.6628769040107727	0.6061365008354187	0.6473686099052429	0.8563470244407654
tussenuur	substantief	1.0	450253	567574	vrij uur in een uurrooster dat wordt voorafgegaan en gevolgd door werkuren of lesuren	vrij uur tussenin	Lange definitie: vrij uur dat men tijdens werkdagen tussendoor opneemt	vrij uur dat men tijdens werkdagen tussendoor opneemt	0.7148116230964661	0.6767854690551758	0.695279061794281	0.6402074098587036	0.7284920811653137	0.7218080759048462
twaalfjarige	substantief	1.0	160924	160925	kind met de leeftijd van twaalf jaar	iemand van twaalf jaar	Lange definitie: kind met de leeftijd van twaalf jaar	kind met de leeftijd van twaalf jaar	1.0	1.0	1.0	0.9854162335395813	0.7964723706245422	1.0
tweet	substantief	1.0	191861	191866	kort bericht van oorspronkelijk maximaal 140 karakters (en later maximaal 280 karakters) op de sociale netwerksite Twitter, waarin iemand meedeelt wat hij of zij aan het doen is, wat hij of zij van plan is, wat hem of haar beweegt e.d.	berichtje op Twitter	Een tweet is een berichtje dat op Twitter wordt geplaatst.	Een tweet is een berichtje dat op Twitter wordt geplaatst.	0.7238160967826843	0.590415358543396	0.6503453254699707	0.5945168733596802	0.8437187671661377	0.8682252168655396
twv	substantief	1.0	204116	204128	tewerkstellingsvergunning, vergunning die na aanvraag door een werkgever en de betrokken werknemer, verleend wordt aan een buitenlandse werknemer die legaal voor een bepaalde periode wil werken in Nederland en afkomstig is uit een land buiten de Europese Economische Ruimte (EER) of uit enige specifieke EER-landen	tewerkstellingsvergunning	werkvergunning die, na aanvraag door een werkgever en de betrokken werknemer, verleend wordt aan een buitenlandse werknemer die legaal voor een bepaalde periode wil werken in Nederland	werkvergunning die, na aanvraag door een werkgever en de betrokken werknemer, verleend wordt aan een buitenlandse werknemer die legaal voor een bepaalde periode wil werken in Nederland	0.9173144698143005	0.7929471731185913	0.8506090044975281	0.8208396434783936	0.6507089138031006	0.9203317165374756
typefoutdomein	substantief	1.0	361454	361838	met opzet verkeerd gespelde domeinnaam van een website, waarop internetgebruikers terechtkomen als ze een tikfout maken in het internetadres van een andere, meestal zeer bekende, website, waarbij de website met de verkeerde spelling vaak een pornosite of een datingsite is, of een site met veel advertenties waar de sitebeheerder vervolgens aan verdient	tikfoutdomein	Een tikfoutdomein is een domein dat wordt gebruikt voor het maken van tikfouten. Tikfoutdomeinen worden vaak gebruikt voor het maken van tikfouten op websites en sociale media.	Een tikfoutdomein is een domein dat wordt gebruikt voor het maken van tikfouten. Tikfoutdomeinen worden vaak gebruikt voor het maken van tikfouten op websites en sociale media.	0.6869090795516968	0.6450340747833252	0.6653133034706116	0.5292196869850159	0.6276226043701172	0.1644730567932129
typiste	substantief	1.0	161348	161349	vrouw die zich voor haar beroep bezighoudt met tekstverwerking	vrouw die typewerk verricht	Lange definitie: vrouw die voor haar beroep of uit vrije tijd typewerk verricht	vrouw die voor haar beroep of uit vrije tijd typewerk verricht	0.7851754426956177	0.7809269428253174	0.7830454111099243	0.7982098460197449	0.7295024394989014	0.9937529563903809
tyrannosaurus	substantief	1.0	161370	161371	reusachtige vleesetende dinosauriër die leefde in het westen van Noord-Amerika tijdens het laatste Krijttijdperk en die tot vijftien meter lang en acht ton zwaar kon worden	reusachtige dinosauriër	Een Tyrannosaurus is een dinosauriër uit de familie van de Sauropoda. De wetenschappelijke naam van de dinosauriër is voor het eerst geldig gepubliceerd in 1842 door Charles Lyell. De Tyrannosaurus is de grootste dinosauriër die ooit is gevonden.	Een Tyrannosaurus is een dinosauriër uit de familie van de Sauropoda. De wetenschappelijke naam van de dinosauriër is voor het eerst geldig gepubliceerd in 1842 door Charles Lyell. De Tyrannosaurus is de grootste dinosauriër die ooit is gevonden.	0.6412501931190491	0.6117782592773438	0.6261676549911499	0.5666331052780151	0.7545174360275269	0.22168998420238495
tyrannosaurus rex	substantief	1.0	345763	345764	reusachtige dinosauriër, de grootste soort tyrannosaurus met een lengte van 15 m en een hoogte van 6 m, waarvan resten teruggevonden zijn	reusachtige dinosauriër	De Tyrannosaurus rex was een dinosauriër uit de familie van de Tyrannosauridae. De Tyrannosaurus rex was de grootste dinosauriër die ooit werd gevonden. De Tyrannosaurus rex was een herbivorische dinosauriër.	De Tyrannosaurus rex was een dinosauriër uit de familie van de Tyrannosauridae. De Tyrannosaurus rex was de grootste dinosauriër die ooit werd gevonden. De Tyrannosaurus rex was een herbivorische dinosauriër.	0.7240959405899048	0.6711092591285706	0.6965963840484619	0.6144244074821472	0.7394267320632935	0.8646013736724854
UAP	substantief	1.0	955939	955940	niet-geïdentificeerd verschijnsel in de lucht	unidentified aerial phenomenon	Lange definitie: niet-geïdentificeerd luchtverschijnsel	niet-geïdentificeerd luchtverschijnsel	0.937647819519043	0.9027255773544312	0.9198553562164307	0.9285182356834412	0.8765995502471924	0.9912000298500061
uilenkast	substantief	1.0	216801	216802	nestkast bestemd voor uilen	nestkast voor uilen	Een uilennestkast is een nestkast bestemd voor uilen.	Een uilennestkast is een nestkast bestemd voor uilen.	0.7503947019577026	0.8439943790435791	0.794447124004364	0.8500701189041138	0.7480740547180176	0.9912000298500061
uit anderen hoofde	bijwoord	1.0	386523	566679	uit hoofde van iets anders	op grond van iets anders	Het woord 'uit anderen hoofde' betekent 'op grond van iets anders'.	Het woord 'uit anderen hoofde' betekent 'op grond van iets anders'.	0.6914174556732178	0.7978985905647278	0.7408515810966492	0.6558067202568054	0.5270723700523376	0.9451632499694824
uit de weg slepen	verbinding	1.0	919822	919823	door slepen opzijdoen of weghalen, zodat het genoemde geen hinder of geen belemmering meer oplevert voor de doorgang of plaats van iemand of iets	door slepen weghalen	Lange definitie: 'door slepen weghalen'	'door slepen weghalen'	0.7937828898429871	0.6084898114204407	0.6888942718505859	0.36408868432044983	0.3539266884326935	0.7262434959411621
uit zijn kot komen	verbinding	1.0	905988	905990	in de openbaarheid treden en zijn standpunt laten blijken	zich ergens mee bemoeien	Uit zijn kot komen betekent zich ergens mee bemoeien.	Uit zijn kot komen betekent zich ergens mee bemoeien.	0.6921171545982361	0.6939325332641602	0.6930236220359802	0.6221775412559509	0.5661600828170776	0.5136034488677979
uitsmijter	substantief	1.0	162313	162314	gerecht van twee sneetjes brood met gebakken eieren, een plakje kaas of vleeswaar, zoals ham of rosbief, en soms met een beetje rauwkost dat vaak als lunchgerecht gegeten wordt maar ook als avondmaaltijd of juist als zwaar ontbijt geschikt is uitsmijter waarbij de gebakken eieren gelegd worden op sneetjes brood belegd met gekookte ham uitsmijter waarbij de gebakken eieren gelegd worden op sneetjes brood belegd met kaas uitsmijter waarbij de gebakken eieren gelegd worden op sneetjes brood belegd met rosbief	brood met gebakken eieren	Uitsmijter is een broodje met gebakken eieren.	Uitsmijter is een broodje met gebakken eieren.	0.7381148934364319	0.5642918348312378	0.6396039128303528	0.3847291171550751	0.5757244825363159	0.2989593744277954
uitsmijter	substantief	2.0	162313	366616	belangrijk en interessant onderdeel van een voorstelling, betoog, wedstrijd of ander evenement, waarmee meestal geëindigd wordt	interessante afsluiting	Uitsmijter: 'interessante afsluiting' Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een	Uitsmijter: 'interessante afsluiting' Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een uitsmijter kan worden gebruikt om iemand te beschrijven die iets interessants heeft gedaan. Het kan ook worden gebruikt om iemand te beschrijven die iets interessants heeft gezegd of gedaan. Een	0.43795469403266907	0.5247904062271118	0.4774564504623413	0.4363555908203125	0.6543705463409424	0.2531481087207794
uitsmijter	substantief	3.0	162313	366611	iemand die zich ophoudt voor de ingang van een café, discotheek of (nacht)club die belast is met het inlaten en uitlaten van gasten	buitenwipper	Lange definitie: iemand die zich ophoudt voor de ingang van een café, discotheek of (nacht)club die belast is met het inlaten en uitlaten van gasten	iemand die zich ophoudt voor de ingang van een café, discotheek of (nacht)club die belast is met het inlaten en uitlaten van gasten	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9233185648918152	0.5921804308891296	0.9360267519950867
uitveteren	werkwoord	1.0	456386	522809	met krenkende, spottende of verwijtende woorden, en vooral met scheldwoorden, toespreken of overladen	uitschelden	uitfoeteren 'uitschelden' uitkafferen 'uitschelden' uitfoeteren uitkafferen	uitfoeteren 'uitschelden' uitkafferen 'uitschelden' uitfoeteren uitkafferen	0.6039977073669434	0.5988255143165588	0.6014004945755005	0.2649308741092682	0.3437865078449249	0.20440775156021118
uitwijkmogelijkheid	substantief	1.0	162777	162778	mogelijkheid om uit te wijken door opzij te gaan, uit de weg te gaan of door naar een andere locatie te gaan, iets naar een andere locatie te verplaatsen	mogelijkheid om uit te wijken	Lange definitie: mogelijkheid om (ergens) uit te wijken	mogelijkheid om (ergens) uit te wijken	0.808050274848938	0.681616485118866	0.739467978477478	0.5614386200904846	0.7476081848144531	0.827532172203064
uitwijkmogelijkheid	substantief	2.0	162777	222245	mogelijkheid om een gevaarlijke of ongewenste situatie, een gebeurtenis e.d. te vermijden	mogelijkheid om iets te vermijden	Lange definitie: mogelijkheid om iets te vermijden, om te ontsnappen, om te ontsnappen aan iets, om te ontsnappen aan iemand of om te ontsnappen aan iets.	mogelijkheid om iets te vermijden, om te ontsnappen, om te ontsnappen aan iets, om te ontsnappen aan iemand of om te ontsnappen aan iets.	0.6722174882888794	0.6797137260437012	0.6759448647499084	0.3893459737300873	0.3736738860607147	0.39472833275794983
uitwijkmogelijkheid	substantief	3.0	162777	222246	mogelijkheid om naar iets anders over te stappen, iets anders te gaan doen, met name een andere baan of opleiding	mogelijkheid om over te stappen naar iets	Lange definitie: mogelijkheid om over te stappen naar iets	mogelijkheid om over te stappen naar iets	0.8450384736061096	0.7064417600631714	0.7695494890213013	0.7371799349784851	0.7606421709060669	0.7312330007553101
ultrabewerkt	adjectief	1.0	969765	969766	in zeer hoge mate bewerkt door middel van complexe industriële processen	in zeer hoge mate bewerkt	Het woord 'ultrabewerkt' betekent 'in zeer hoge mate bewerkt'. Het woord 'ultrabewerkt' is afgeleid van het Latijnse woord 'ultra', wat 'zeer' betekent. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt.	Het woord 'ultrabewerkt' betekent 'in zeer hoge mate bewerkt'. Het woord 'ultrabewerkt' is afgeleid van het Latijnse woord 'ultra', wat 'zeer' betekent. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt. Het woord 'ultrabewerkt' wordt vaak gebruikt om iets te beschrijven dat in zeer hoge mate is bewerkt.	0.5679343938827515	0.6686565279960632	0.6141935586929321	0.5327914357185364	0.7824434041976929	0.5324244499206543
unheimlich	adjectief	1.0	162994	663075	unheimisch in zelfstandig gebruik, zoals in dat, het unheimliche of iets unheimlichs voor iets wat een naar, onaangenaam, onbehaaglijk, beklemmend of onheilspellend gevoel teweegbrengt in de verbogen vorm unheimliches , in Nederlandse context	gepaard gaande met een onheilspellend gevoel in zelfstandig gebruik in de verbogen vorm unheimliches	Lange definitie: 'gepaard gaande met een onheilspellend gevoel'	'gepaard gaande met een onheilspellend gevoel'	0.7348151206970215	0.6291935443878174	0.6779149174690247	0.3610108196735382	0.4615181088447571	0.40735697746276855
unheimlich	adjectief	1.1	162994	663078	in zelfstandig gebruik, zoals in dat, het unheimliche of iets unheimlichs voor iets wat een naar, onaangenaam, onbehaaglijk, beklemmend of onheilspellend gevoel teweegbrengt	in zelfstandig gebruik	Het woord 'unheimlich' is een zelfstandig naamwoord.	Het woord 'unheimlich' is een zelfstandig naamwoord.	0.7153538465499878	0.6136971712112427	0.6606377363204956	0.3818867802619934	0.5029118061065674	0.4629986584186554
unheimlich	adjectief	1.2	162994	663112	in de verbogen vorm unheimliches , in Nederlandse context	in de verbogen vorm unheimliches	Het woord 'unheimlich' betekent 'onheimelijk'. De verbogen vorm is 'unheimliches'.	Het woord 'unheimlich' betekent 'onheimelijk'. De verbogen vorm is 'unheimliches'.	0.7061417698860168	0.7592871189117432	0.7317507863044739	0.4806664288043976	0.58758944272995	0.8975112438201904
unitarisme	substantief	1.0	220796	220819	gezindheid die een unitaire, naar eenheid strevende staatsstructuur ondersteunt	gezindheid	Lange definitie: het streven naar een Belgische eenheidsstaat	het streven naar een Belgische eenheidsstaat	0.7537980675697327	0.6956409215927124	0.7235527038574219	0.7100326418876648	0.4490238130092621	0.6658755540847778
unitarisme	substantief	2.0	220796	220911	gezindheid die een unitaire, naar eenheid strevende Belgische staatsstructuur ondersteunt	belgicisme	Lange definitie: iemand die het streven naar een Belgische eenheidsstaat ondersteunt	iemand die het streven naar een Belgische eenheidsstaat ondersteunt	0.8298535943031311	0.7713045477867126	0.7995085716247559	0.8483713269233704	0.647682785987854	0.9668769836425781
unverfroren	adjectief	1.0	433408	663141	op een manier die niets aan duidelijkheid te wensen overlaat	(bijwoord) brutaalweg	Lange definitie: '(bijwoord) brutaalweg'	'(bijwoord) brutaalweg'	0.6219207644462585	0.6041485071182251	0.6129058599472046	0.4460534453392029	0.5776494145393372	0.6266967058181763
unverfroren	adjectief	2.0	433408	663142	vrijpostig alle kenmerken van iets hebbend	ongegeneerd echt	Het woord 'unverfroren' betekent 'ongegeneerd echt'.	Het woord 'unverfroren' betekent 'ongegeneerd echt'.	0.6045100092887878	0.6163123846054077	0.6103541851043701	0.4202098250389099	0.43112024664878845	0.5502907633781433
unverfroren	adjectief	2.1	433408	663151	alle kenmerken van iets hebbend	onvervalst	Lange definitie: onveranderd, onveranderd	onveranderd, onveranderd	0.605575680732727	0.6173869371414185	0.6114242672920227	0.3025706112384796	0.2866341471672058	0.33523476123809814
upper ten	substantief	1.0	421310	606009	(Engels, letterlijk 'bovenste tien') geheel van de meest invloedrijke, gezaghebbende en/of rijke mensen	aanzienlijksten	Lange definitie: 'upper ten' is een bijvoeglijk naamwoord dat verwijst naar de 'aanzienlijksten' in een lijst.	'upper ten' is een bijvoeglijk naamwoord dat verwijst naar de 'aanzienlijksten' in een lijst.	0.6580322980880737	0.6383615732192993	0.648047685623169	0.5959540605545044	0.4705532491207123	0.6427236795425415
uraniumverwerkend	adjectief	1.0	415558	884419	zich bezighoudend met het verwerken van uranium	waar uranium verwerkt wordt	Uraniumverwerkend bedrijf: bedrijf dat uranium verwerkt.	Uraniumverwerkend bedrijf: bedrijf dat uranium verwerkt.	0.7010864019393921	0.6816949248313904	0.691254734992981	0.7901317477226257	0.7693250775337219	0.9728758931159973
urbi et orbi	bijwoord	1.0	397569	607119	in het openbaar verklaren in het openbaar verkondigen	voor de stad en de wereld	Lange definitie: 'urbi et orbi' betekent 'voor de stad en de wereld'.	'urbi et orbi' betekent 'voor de stad en de wereld'.	0.5800380706787109	0.5934913158416748	0.5866875648498535	0.29086628556251526	0.5452478528022766	0.3993256986141205
