Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
voorverkoop	substantief	6.0	175373	175374	verkoop van een product voordat de normale verkoop plaatsvindt, waarbij de koper tegen een hogere prijs kan kiezen voor bepaalde alternatieven die aan zijn wensen voldoen	duurdere verkoop vóór de normale verkoop	duurdere verkoop van een product of dienst vóór de officiële of normale verkoop	0.7614939212799072	0.6941181421279907	0.72624671459198	0.5844663381576538	0.6861174702644348	0.8826756477355957
voorvoegsel	substantief	1.0	175380	175381	niet zelfstandig in de taal voorkomend element dat voor een grondwoord of de stam van een grondwoord geplaatst wordt en in combinatie daarmee een afleiding vormt	element in een woord voorste deel van een woord	element dat aan het begin van een woord staat en dat de betekenis van dat woord bepaalt voorste deel van een woord	0.7472471594810486	0.7045397162437439	0.7252652645111084	0.7145544290542603	0.620273232460022	0.8464173078536987
voorvoegsel	substantief	2.0	175380	501730	element dat deel uitmaakt van een voornaam of achternaam en weliswaar wel als zelfstandig taalelement kan voorkomen, maar niet als zelfstandige voornaam of achternaam	element in een naam	element dat aan een naam of naamdeel voorafgaat en dat de naam of het naamdeel een bepaalde betekenis geeft	0.7520190477371216	0.7001976370811462	0.7251837849617004	0.7587392926216125	0.6785166263580322	0.6349101066589355
voorvoegsel	substantief	3.0	175380	501765	opeenvolging van letters, cijfers of tekens die men als onderscheidende code laat voorafgaan aan andere data	element in een naam of nummer	element dat aan een naam of nummer wordt toegevoegd om het te onderscheiden van andere namen of nummers	0.7391153573989868	0.7134228944778442	0.726041853427887	0.6784762740135193	0.7832154631614685	0.9178915023803711
voorzetsel	substantief	1.0	175440	175441	woord dat voor een woordgroep geplaatst wordt en de relatie tussen die groep en andere woorden in een zin aangeeft	woord voor een woordgroep	woord dat aan het begin van een woordgroep staat en dat de betekenis van die woordgroep bepaalt	0.8262331485748291	0.8091665506362915	0.8176108002662659	0.8467305898666382	0.5485504269599915	0.9522010087966919
voorzetsel	substantief	2.0	175440	501912	woord of element dat ergens voorgezet wordt	voorvoegsel	voorvoegsel in een woord	0.6727120876312256	0.6970288753509521	0.6846546530723572	0.6432712078094482	0.5921012759208679	0.6950995922088623
vorser	substantief	1.0	175619	175620	iemand die voor zijn beroep (wetenschappelijk) onderzoek verricht	(wetenschappelijk) onderzoeker	iemand die zich voor zijn beroep bezighoudt met wetenschappelijk onderzoek	0.8166499137878418	0.8289253115653992	0.8227418065071106	0.9044046401977539	0.8102962374687195	0.9572024345397949
vorstenpaar	substantief	1.0	175635	175636	echtpaar bestaande uit de vorst of vorstin en zijn of haar partner	echtpaar van vorst en partner	echtpaar dat bestaat uit een vorst en zijn of haar partner	0.9405344724655151	0.9294698238372803	0.934969425201416	0.9248637557029724	0.7744994163513184	0.977267861366272
vorstschade	substantief	1.0	175643	175644	schade die veroorzaakt is door vorst	schade door vorst	schade die wordt veroorzaakt door vorst	0.9721081256866455	0.9721081256866455	0.9721081256866455	0.8209317326545715	0.7521629333496094	0.9662142992019653
vraaggericht	adjectief	1.0	175744	235225	gericht op de bevrediging van de vraag naar een bepaald product of dienst, op de economische markt of binnen een organisatie of bedrijf, of gericht op het oplossen van een vraag binnen het onderwijs	vraaggestuurd	gericht op het stellen van vragen	0.7915877103805542	0.6646579504013062	0.7225911021232605	0.41172561049461365	0.541294276714325	0.2908533215522766
vraaggestuurd	adjectief	1.0	175747	234963	gericht op de bevrediging van de vraag naar een bepaald product of een bepaalde dienst, op de economische markt of binnen een organisatie of bedrijf en dan vooral binnen de gezondheidszorg	gericht op bevrediging van de vraag	gericht op het bevredigen van de vraag	0.8854695558547974	0.6938753724098206	0.7780510783195496	0.5490006804466248	0.5542244911193848	0.8692251443862915
vrachtwagen	substantief	1.0	175801	175802	groot motorvoertuig voor vrachtvervoer op een niet eerlijke of niet rechtmatige wijze verkregen zijn, bijvoorbeeld door diefstal, illegale koop e.d. hoeveelheid die in of op een vrachtwagen kan worden geladen	groot motorvoertuig voor vrachtvervoer hoeveelheid van een vrachtwagenlading	groot motorvoertuig voor het vervoer van goederen, met een laadvermogen van meer dan 10 ton en een maximumsnelheid van meer dan 40 kilometer per uur hoeveelheid van de lading die een vrachtwagen vervoert	0.7298579216003418	0.6973079442977905	0.7132117748260498	0.5108493566513062	0.5768154263496399	0.4462699592113495
vrachtwagen	substantief	1.1	175801	637527	hoeveelheid die in of op een vrachtwagen kan worden geladen	hoeveelheid van een vrachtwagenlading	hoeveelheid van de lading die een vrachtwagen vervoert	0.8380223512649536	0.8115310668945312	0.8245639801025391	0.7926235795021057	0.7510383129119873	0.8994694948196411
vreemdeling	substantief	1.0	175937	635053	iemand voor wie een land, streek of stad nieuw is je ergens wel of niet thuis voelen ergens niet meer thuishoren ergens bekend mee zijn	iemand die ergens vreemd is	iemand die ergens vreemd uitziet of zich vreemd gedraagt	0.6563593149185181	0.6458346843719482	0.6510545015335083	0.4330333173274994	0.7517977952957153	0.45154663920402527
vreemdeling	substantief	2.0	175937	636688	iemand die, meestal vanwege een andere herkomst of achtergrond, niet direct tot een bepaalde groep mensen hoort	iemand die niet tot een bepaalde groep hoort	iemand die niet tot een bepaalde groep behoort	0.900723397731781	0.7622803449630737	0.8257392644882202	0.8413019776344299	0.7863320708274841	0.9313714504241943
vreemdeling	substantief	3.0	175937	635062	iemand die voor anderen vreemd is	onbekende	iemand die niet bekend is	0.8363506197929382	0.760063648223877	0.7963843941688538	0.6562319397926331	0.686757504940033	0.8542212247848511
vreemdeling	substantief	4.0	175937	175938	migrant zonder permanente verblijfstatus iemand die naar een bepaald land wil emigreren maar daar niet mag blijven	allochtoon zonder permanente verblijfstatus	allochtoon die geen permanente verblijfsvergunning heeft	0.7542531490325928	0.7121443748474121	0.7325941920280457	0.5891807675361633	0.7613755464553833	0.7973904609680176
vriendjespolitiek	substantief	1.0	176031	176032	het bevoordelen van (politieke) vrienden, vooral door deze banen of andere bronnen van inkomsten te bezorgen	het bevoordelen van vrienden	het bevoordelen van mensen die men als vriend of vriendin beschouwt	0.7446463704109192	0.718766450881958	0.7314776182174683	0.7032987475395203	0.6786673665046692	0.9479712247848511
vrij verkeer	verbinding	1.0	922442	922443	het zich zonder belemmering mogen verplaatsen binnen een netwerk van bestemmingen, tussen gebieden onderling of binnen eenzelfde gebied	het zich zonder belemmering mogen verplaatsen	het zich vrij en zonder belemmering mogen verplaatsen	0.8852920532226562	0.7310318946838379	0.8008008003234863	0.61821049451828	0.644373893737793	0.9032788276672363
vrij verkeer	verbinding	2.0	922442	922448	het zonder belemmering mogen leveren en afnemen van het genoemde binnen enig netwerk van handelsrelaties, tussen gebieden onderling of binnen eenzelfde gebied	het zonder belemmering mogen leveren en afnemen	het zonder belemmering mogen leveren en afnemen van goederen, diensten e.d.	0.8050985336303711	0.7338966131210327	0.7678505182266235	0.7559773325920105	0.7471020221710205	0.9033478498458862
vrij verkeer	verbinding	3.0	922442	922467	het zonder belemmering doorgegeven mogen worden van informatie, kennis of ideeën e.d. van een persoon of groep van personen aan anderen	het zonder belemmering doorgegeven mogen worden	het zonder belemmering doorgegeven mogen worden	0.9011424779891968	0.6776310801506042	0.7735652327537537	0.5654425024986267	0.6280748844146729	0.504285454750061
vrijdagmiddag	bijwoord	2.0	176144	176146	op de middag van de vrijdag	op vrijdagmiddag	op de dag van de vrijdag	0.9598584175109863	0.9450698494911194	0.9524067044258118	0.8801795840263367	0.6883276700973511	0.8656889200210571
vrijdagmorgen	bijwoord	2.0	176175	176177	op de morgen van de vrijdag	op vrijdagmorgen	op de morgen van de vrijdag	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9764003753662109	0.7779827117919922	0.9399460554122925
vrije ticketverkoop	verbinding	1.0	488132	930382	verkoop van tickets voor een theatervoorstelling, concert, sportwedstrijd e.d. aan mensen die geen vast abonnement daarop hebben	ticketverkoop aan niet-abonnementhouders	het verkopen van tickets aan mensen die geen abonnement hebben	0.8830040693283081	0.7259422540664673	0.7968071699142456	0.7096063494682312	0.8074738383293152	0.9342354536056519
vrije-uitloopouder	substantief	1.0	593998	593999	ouder die zijn kinderen zonder begeleiding van een volwassene buiten laten spelen of naar school en van school naar huis laten gaan	ouder die een kind vrij laat rondlopen	ouder die zijn kind of kinderen laat rondlopen zonder toezicht	0.8105124235153198	0.7353242635726929	0.7710897922515869	0.6715701818466187	0.7191137075424194	0.797439455986023
vrijheidsstrijder	substantief	1.0	176394	176395	iemand die strijdt om vrijheid voor zijn land of volk te verkrijgen	strijder voor vrijheid	iemand die strijdt voor vrijheid	0.9151403903961182	0.7935446500778198	0.8500159382820129	0.8057095408439636	0.7828509211540222	0.9440916776657104
vroege vogel	verbinding	1.0	917053	917054	iemand die al vroeg in de ochtend actief is	ochtendmens	iemand die het liefst vroeg opstaat en vroeg op bed gaat	0.7556426525115967	0.7720646858215332	0.7637653946876526	0.7355167269706726	0.5727777481079102	0.9146353006362915
vrouwenhandelaar	substantief	1.0	176609	176610	iemand die zich inlaat met de handel in vrouwen, veelal om hen te exploiteren in de prostitutie	mensenhandelaar die vrouwen verkoopt	iemand die zich voor zijn beroep bezighoudt met het kopen en verkopen van vrouwen als seksarbeidsters	0.7383168339729309	0.7231487035751343	0.7306540012359619	0.7999127507209778	0.8064701557159424	0.9112066030502319
vrouwvriendelijkheid	substantief	1.0	176722	176723	het rekening houden met of aangepast zijn aan de behoeften en gevoelens van vrouwen	het vrouwvriendelijk zijn	het rekening houden met en aangepast zijn aan de behoeften en gevoelens van vrouwen	0.9879763722419739	0.9879763722419739	0.9879763722419739	0.9573426842689514	0.7928240299224854	0.9570308923721313
vrouwvriendelijkheid	substantief	2.0	176722	933908	daad of uiting van vrouwvriendelijkheid	blijk van vrouwvriendelijkheid	het vrouwvriendelijk zijn, het rekening houden met de belangen en gevoelens van vrouwen	0.6733373403549194	0.7351233959197998	0.7028751373291016	0.7505301237106323	0.6378926038742065	0.8878827095031738
VRT-Nederlands	substantief	1.0	551429	551440	Nederlands zoals dat op de Vlaamse publieke omroep VRT (Vlaamse Radio- en Televisieomroeporganisatie), met name in de journaals en informatieve programma's, gesproken wordt en voor velen als norm geldt	Algemeen Nederlands in Vlaanderen	variëteit van het Nederlands die in Vlaanderen gesproken wordt	0.7300328016281128	0.6042944192886353	0.6612392067909241	0.44048985838890076	0.5316218137741089	0.48390933871269226
vruchten van nijverheid	verbinding	1.0	929993	929994	voortbrengselen van de bodem die door nijverheid (bijvoorbeeld ontginning) verkregen worden	door nijverheid verkregen voortbrengselen	door nijverheid verkregen goederen	0.8269331455230713	0.7288236618041992	0.7747848629951477	0.5912812352180481	0.7232372760772705	0.692599892616272
vte	substantief	1.0	869665	878749	rekeneenheid waarmee aangeduid wordt wat de precieze omvang van een arbeidsovereenkomst is of waarmee de totale persoonssterkte in volledige banen van een bedrijf of organisatie wordt weergegeven	voltijdsequivalent	voltijdsequivalent, d.w.z. het aantal uren dat een voltijdspersoneel per jaar werkt	0.6319872140884399	0.6531285047531128	0.6423839926719666	0.5943599939346313	0.5294361710548401	0.5495944023132324
vuilniszak	substantief	1.0	176866	176867	grote, grijze plastic zak die wordt gebruikt om er huishoudelijk afval in te verzamelen	grijze plastic zak voor huisvuil	grijze plastic zak die bestemd is voor het ophalen van huisvuil	0.8222289085388184	0.7983872890472412	0.8101327419281006	0.8351846933364868	0.6599376201629639	0.9193284511566162
vuurbestendig	adjectief	1.0	430445	499616	bestand of in enigermate bestand tegen schade door vuur	bestand tegen vuur	bestand tegen de effecten van vuur	0.8094910383224487	0.7444130778312683	0.7755892872810364	0.707280695438385	0.7686697244644165	0.9313030242919922
vuurkruis	substantief	1.0	366431	557994	medaille die werd uitgereikt aan soldaten uit de Eerste Wereldoorlog die onder vuur hadden gelegen	medaille voor soldaten uit WO I	medaille die werd uitgereikt aan soldaten die in de Eerste Wereldoorlog aan de vuurlinie hadden gediend	0.9003915786743164	0.930107593536377	0.9150083661079407	0.8641738891601562	0.6093593239784241	0.9364016056060791
vuurtoren	substantief	1.0	177011	177012	hoog en smal bouwwerk aan de kust met bovenin een lichtinstallatie waarmee bij nacht aan schepen op zee het signaal wordt gegeven dat ze in de buurt komen van kliffen, zandbanken, verengde doorgangen of havengeulen iets zeer intens zoeken model dat men door zijn voortreffelijke eigenschappen tot voorbeeld kan nemen	signaaltoren aan de kust lichtend voorbeeld voorstelling iemand met rood haar	toren aan de kust die dient als signaal voor schepen en die vaak voorzien is van een fakkel of lamp die 's nachts brandt iemand met rood haar	0.7184867858886719	0.669238805770874	0.692988932132721	0.4107230305671692	0.5309323668479919	0.1888478398323059
vuurtoren	substantief	1.1	177011	546478	model dat men door zijn voortreffelijke eigenschappen tot voorbeeld kan nemen	lichtend voorbeeld	iets wat of iemand die als een lichtend voorbeeld dient	0.7076437473297119	0.6957390308380127	0.7016409039497375	0.5670894384384155	0.3848961591720581	0.6770398020744324
vuurtoren	substantief	1.2	177011	546479	voorstelling van een vuurtoren, vooral het voormalige biljet van 250 gulden in Nederland waarop een vuurtoren stond afgebeeld	voorstelling	voorstelling van een vuurtoren	0.9138679504394531	0.7220078110694885	0.8066869378089905	0.6335604190826416	0.6734589338302612	0.733285665512085
vuurvlinder	substantief	1.0	177017	177018	dagvlinder met afhankelijk van de soort en het geslacht oranjerode, bruine of violette vleugels, met een tekening van zwarte randen en stippen	dagvlinder	vlinder die overdag actief is	0.6334827542304993	0.5206867456436157	0.57157301902771	0.3859025537967682	0.7123626470565796	0.306829571723938
vuurwerkvrij	adjectief	1.0	552858	552859	waar geen vuurwerk wordt afgestoken of mag worden afgestoken	zonder vuurwerk	waarop geen vuurwerk gebruikt mag worden	0.8740357756614685	0.777230441570282	0.8227954506874084	0.6532498598098755	0.7372021675109863	0.8961888551712036
v.v.t.t.	substantief	1.0	163424	163425	voltooid verleden toekomende tijd, een van de acht werkwoordstijden, bv.: ik zou hebben gelopen, wij zouden hebben gelopen	voltooid verleden toekomende tijd	voltooid verleden toekomende tijd in de grammatica	0.8120980262756348	0.6504194736480713	0.7223221063613892	0.6088889837265015	0.47932520508766174	0.5554918050765991
vwo-docent	substantief	1.0	177138	177139	docent die op het voorbereidend wetenschappelijk onderwijs lesgeeft	docent op het vwo	docent die op het voortgezet werkzaam is	0.801566481590271	0.7614701390266418	0.781004011631012	0.5766888856887817	0.46224451065063477	0.6543702483177185
vwo-school	substantief	1.0	177142	177143	school voor voorbereidend wetenschappelijk onderwijs	school voor vwo	school voor voortgezet werkendonderwijs	0.815244197845459	0.8334319591522217	0.8242377638816833	0.7407554984092712	0.5142243504524231	0.5080252885818481
waarzegger	substantief	1.0	177508	177509	iemand die door toegeschreven of voorgewende bijzondere gaven en vaak door beroep op magische krachten de toekomst voorspelt en verborgen zaken onthult	voorspeller	iemand die de toekomst voorspelt	0.8816028833389282	0.704032301902771	0.7828748226165771	0.5519715547561646	0.7980883717536926	0.8388131856918335
WADA	substantief	1.0	177653	177654	(Engels) World Anti-Doping Agency, internationale organisatie die tot taak heeft dopinggebruik in de sport te bestrijden, onderzoek verricht naar (vermeend) dopinggebruik en gerechtigd is dopinggebruikers in de sport te bestraffen	World Anti-Doping Agency	(Engels) World Anti-Doping Agency, letterlijk 'Wereld-Anti-Dopingorganisatie', internationale organisatie die zich inzet voor een dopingvrije sport	0.7964081168174744	0.7270269989967346	0.7601376175880432	0.6845722794532776	0.7768533229827881	0.9342401027679443
wagenbouwer	substantief	1.0	177724	177725	iemand die praalwagens bouwt voor stoeten en corso's als liefhebberij	iemand die praalwagens bouwt	iemand die voor zijn beroep praalwagens bouwt	0.8699144124984741	0.7683870196342468	0.8160048127174377	0.7239143252372742	0.7030313014984131	0.8679299354553223
Wageningse	substantief	1.0	177748	177749	vrouw die afkomstig is uit Wageningen	vrouw uit Wageningen	vrouw die afkomstig is uit Wageningen	0.9999998211860657	0.9999998211860657	0.9999998211860657	0.9810065627098083	0.7574964761734009	0.9591249227523804
walkingfootball	substantief	1.0	594255	594258	vorm van voetbal die vooral door oudere mannen beoefend wordt waarbij niet gerend maar slechts gelopen mag worden, waarbij slidings verboden zijn en de buitenspelregel niet geldt	voetbal waarbij gewandeld wordt	vorm van voetbal waarbij niet gerend, maar gewandeld wordt	0.8402401208877563	0.7159334421157837	0.7731220126152039	0.6481485366821289	0.6697095632553101	0.8589905500411987
walk-over	substantief	1.0	177825	177826	wedstrijd die gewonnen is zonder te spelen, door het ontbreken van de tegenstander	niet gespeelde wedstrijd	wedstrijd die niet gespeeld hoeft te worden omdat een van de deelnemers zich niet meer kan kwalificeren voor de volgende ronde	0.7141162753105164	0.7616258263587952	0.7371063232421875	0.6612547039985657	0.7510277032852173	0.8334579467773438
walk-over	substantief	2.0	177825	177827	zeer gemakkelijke overwinning in een wedstrijd of een deel van een wedstrijd, bv. een set zeer gemakkelijke militaire overwinning, of gemakkelijke onderneming of overwinning in het algemeen	gemakkelijke overwinning in een wedstrijd gemakkelijke overwinning in het algemeen	gemakkelijke overwinning in een wedstrijd gemakkelijke overwinning in het algemeen	0.8763934969902039	0.7680515050888062	0.8186535835266113	0.6894093155860901	0.5149675607681274	0.648135781288147
walk-over	substantief	2.1	177825	177828	zeer gemakkelijke militaire overwinning, of gemakkelijke onderneming of overwinning in het algemeen	gemakkelijke overwinning in het algemeen	gemakkelijke overwinning in het algemeen, bijvoorbeeld in sportwedstrijden	0.803032636642456	0.8098136782646179	0.8064088821411133	0.7591937184333801	0.6397812366485596	0.8765023350715637
walvisjager	substantief	1.0	177870	177871	iemand die voor zijn beroep jaagt op walvissen	jager op walvissen	iemand die zich voor zijn beroep bezighoudt met het jagen op walvissen	0.8360737562179565	0.9125943183898926	0.8726597428321838	0.9098771810531616	0.8038058876991272	0.9696290493011475
walvisjager	substantief	2.0	177870	177872	klein, snel en wendbaar schip dat met een harpoenkanon is uitgerust voor de jacht op walvissen	vangschip voor walvissen	schip dat wordt gebruikt voor de jacht op walvissen	0.9132431149482727	0.7600405216217041	0.8296283483505249	0.7081012725830078	0.7984996438026428	0.8648709058761597
walvissafari	substantief	1.0	350655	350656	excursie naar een plaats waar walvissen en andere zeedieren te zien zijn	safari naar walvissen	safari naar walvissen, dolfijnen en andere zeezoogdieren	0.8399963974952698	0.794784665107727	0.816765308380127	0.7858967185020447	0.7338961958885193	0.7378413677215576
wandelpaard	substantief	1.0	177955	177956	paard dat voornamelijk of bij voorkeur buiten wordt gereden en dat vertrouwd is met het maken van buitenritten	paard voor wandelritten	paard dat speciaal gefokt is voor wandelritten	0.7773436307907104	0.7330464720726013	0.7545454502105713	0.6421872973442078	0.7527284622192383	0.891090989112854
wangirifraude	substantief	1.0	626418	626422	vorm van telefoonfraude die van origine uit Japan komt waarbij iemands telefoon één keer overgaat en op het scherm een gemiste oproep verschijnt, of een sms-bericht met het verzoek terug te bellen, vaak afkomstig van een buitenlands nummer, waarna de telefooneigenaar, in het geval dat hij terugbelt, naar een duur betaalnummer blijkt te bellen	vorm van telefoonfraude	vorm van telefoonfraude waarbij een oplichtingspoging wordt gedaan door iemand die zich voordoet als een medewerker van een bank	0.7556400299072266	0.6850618124008179	0.7186221480369568	0.5714274048805237	0.6168252825737	0.370105504989624
wankelen	werkwoord	A.1.0	178038	178039	onvast op de voeten of op de poten staan en dreigen te vallen, door evenwichtsverlies of onvoldoende kracht	onvast op de voeten of op de poten staan	onvast op de voeten of op de poten staan, alsof men wankelt	0.864254891872406	0.7906935214996338	0.8258393406867981	0.7027706503868103	0.5403680801391602	0.9243402481079102
wankelen	werkwoord	A.2.0	178038	178040	onvast op zijn steunpunt(en) en/of steunvlak staan door onvoldoende stevigheid of stabiliteit, en dreigen om te vallen	onvast op zijn steunpunt of steunvlak staan	zich onvast op zijn steunpunt of steunvlak bevinden	0.8487194776535034	0.7004789113998413	0.7675067186355591	0.654259979724884	0.6608951687812805	0.8775749206542969
wankelen	werkwoord	A.3.0	178038	890155	zich met onzekere bewegingen verplaatsen, zich met onzekere passen voortbewegen en dreigen te vallen, door evenwichtsverlies of onvoldoende kracht	onvast gaan en dreigen te vallen	zich onvast bewegen en dreigen te vallen	0.8296314477920532	0.7093020677566528	0.7647624611854553	0.5423362851142883	0.6584432721138	0.7948346734046936
wankelen	werkwoord	B.1.0	178038	890148	niet langer intact of overeind blijven geneigd zijn te bezwijken onder de druk van een vijand, tegenstander of tegenspeler	onzeker zijn wat behoud betreft dreigen te bezwijken	onzeker zijn wat behoud betreft dreigen te bezwijken	0.7612856030464172	0.6662750244140625	0.7106186151504517	0.40290579199790955	0.5865635275840759	0.6973733305931091
wankelen	werkwoord	B.2.0	178038	178041	onzeker zijn of worden met betrekking tot een aangenomen standpunt, geloof e.d.	onzeker of onstandvastig zijn of worden weifelen tussen	onzeker of onstandvastig zijn of worden weifelen tussen	0.7427091598510742	0.6649429798126221	0.7016779184341431	0.39483246207237244	0.447756826877594	0.59959477186203
wankelen	werkwoord	B.1.1	178038	890163	geneigd zijn te bezwijken onder de druk van een vijand, tegenstander of tegenspeler	dreigen te bezwijken	op het punt staan om te vallen	0.7355784177780151	0.6559665203094482	0.6934951543807983	0.34659573435783386	0.6923787593841553	0.45348024368286133
wankelen	werkwoord	B.2.1	178038	890242	heen en weer geslingerd worden tussen twee standpunten of houdingen	weifelen tussen	weifelen tussen twee of meer mogelijkheden	0.7399343252182007	0.7153193950653076	0.7274186611175537	0.4808873236179352	0.697756290435791	0.8880655765533447
wannahave	substantief	1.0	637544	637577	iets wat je graag wilt hebben, of wat erg wordt aangeprezen, vaak vooral omdat het mooi of leuk is, en niet per se omdat het handig of noodzakelijk is	iets wat je graag wilt hebben	iets wat je graag zou willen hebben	0.8564670085906982	0.6697394847869873	0.7516804337501526	0.5210740566253662	0.8091760873794556	0.8994777202606201
warmbloed	substantief	1.0	178239	178240	paard dat in meer of mindere mate gekruist is met het Arabische of Engelse volbloedpaard en dat, door o.a. zijn slankere lichaamsbouw en feller temperament, meer geschikt is als rijpaard en tuigpaard dan als trekpaard	paard dat gekruist is met volbloed	paard dat gekruist is met een volbloedpaard	0.842767596244812	0.6516889333724976	0.7350127100944519	0.4439975917339325	0.47549310326576233	0.5194166898727417
wasbuiltje	substantief	1.0	943974	943996	builtje met geconcentreerd vloeibaar wasmiddel dat wordt omhuld door in water oplosbaar materiaal en dat voldoende is voor één wasbeurt	builtje vloeibaar wasmiddel	builtje met vloeibaar wasmiddel	0.905115008354187	0.7536171674728394	0.822447657585144	0.4632662236690521	0.5183612108230591	0.6334266066551208
wasbuiltje	substantief	2.0	943974	944016	wasmiddel in de vorm van een driehoekig zakje met een geperforeerde buitenkant, dat gevuld is met een mild zuur, soda en wasactieve stoffen, voldoende voor één wasbeurt	driehoekig zakje gevuld met wasmiddel	driehoekig zakje gevuld met wasmiddel	0.8277122974395752	0.7067434787750244	0.7624595761299133	0.6109111905097961	0.6158642768859863	0.8069339990615845
wascapsule	substantief	1.0	943980	943991	builtje met geconcentreerd vloeibaar wasmiddel dat wordt omhuld door in water oplosbaar materiaal en dat voldoende is voor één wasbeurt	builtje vloeibaar wasmiddel	builtje met vloeibaar wasmiddel voor in de wasmachine	0.8425465822219849	0.7584013938903809	0.7982626557350159	0.558748722076416	0.6081217527389526	0.7813714146614075
waterbestendigheid	substantief	1.0	500386	500387	het bestand zijn tegen de inwerking van water	het waterbestendig zijn	het bestand zijn tegen de inwerking van water	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9769071340560913	0.753263533115387	0.9677261114120483
Watergate	substantief	1.0	328023	328039	politiek schandaal in Amerika in 1972 toen uitkwam dat de republikeinse partij - naar later bleek met medeweten van president Nixon - bij de campagne voor de presidentsverkiezingen ongeoorloofde methodes gebruikte om informatie te vergaren over de democratische partij, zoals inbraak en het plaatsen van afluisterapparatuur in de kantoren van de democratische partij	Watergateschandaal	politiek schandaal in de Verenigde Staten in 1972, dat begon met een inbraak in het hoofdkwartier van de Democratische Partij in het Watergate-gebouw in Washington D.C.	0.7414935827255249	0.6841435432434082	0.7116650342941284	0.6363841891288757	0.7205866575241089	0.38956740498542786
Watergate	substantief	2.0	328023	328040	groot politiek schandaal in het algemeen	groot politiek schandaal	groot politiek schandaal in de Verenigde Staten in 1972 en 1973, dat begon met een inbraak in het hoofdkwartier van de Democratische Partij in het Watergate-gebouw in Washington D.C.	0.6468806862831116	0.7978976368904114	0.7144965529441833	0.7062597274780273	0.7251452803611755	0.2386121153831482
waterstofgas	substantief	1.0	178838	178839	kleurloos, reukloos, smaakloos en zeer brandbaar gas dat de belangrijkste enkelvoudige stof van het element waterstof is en samen met zuurstof water kan vormen, waarbij energie vrijkomt	waterstof in de vorm van gas	waterstof die in de vorm van gas voorkomt	0.7683219909667969	0.6763432025909424	0.7194045186042786	0.602383553981781	0.6826930046081543	0.37871530652046204
watertor	substantief	1.0	304007	304009	kever die leeft in water	waterkever	inheemse kever met een bruin lichaam die leeft in stilstaand water, waar hij zich voedt met drijvend afval	0.6842787861824036	0.8239269256591797	0.7476377487182617	0.6146203875541687	0.6872608065605164	0.6808950901031494
waterwoning	substantief	1.0	286892	592215	woning die direct aan het water is gebouwd	woning aan het water	woning die zich aan het water bevindt	0.9176409244537354	0.9005405902862549	0.9090103507041931	0.9149113893508911	0.7858879566192627	0.9573737382888794
waterwoning	substantief	2.0	286892	286893	op het water drijvende woning die met palen wordt verankerd aan de ondergrond	op het water drijvende woning	woning die op het water drijvend is	0.8242405652999878	0.7640590071678162	0.7930096387863159	0.6979371309280396	0.7902644872665405	0.9147387742996216
waterzooi	substantief	1.0	178928	178929	Vlaams stoofgerecht, oorspronkelijk afkomstig uit Gent, dat wordt bereid met kip of vis, groenten, aardappelen en room	Gents stoofgerecht met kip of vis	Gents stoofgerecht met kip of vis, bereid in bouillon met groenten, kruiden en specerijen	0.8490273952484131	0.8395527005195618	0.84426349401474	0.8292567729949951	0.47136160731315613	0.6336111426353455
Wayana	substantief	1.0	597128	597363	volk dat leeft in het zuidoosten van Suriname, in het grensgebied met Brazilië en Frans-Guyana	volk uit Suriname	volk dat behoort tot de oorspronkelijke bevolking van Suriname	0.8237264156341553	0.7637420296669006	0.7926009893417358	0.6309561729431152	0.5524295568466187	0.49558207392692566
Wayana	substantief	3.0	597128	597369	indiaanse taal die gesproken wordt door de Wayana	taal van de Wayana	taal die door de Wayana gesproken wordt	0.9048646688461304	0.8673105239868164	0.8856896758079529	0.9124816656112671	0.7790974974632263	0.9564517736434937
webpagina	substantief	1.0	179024	179025	pagina op het internet over een bepaald onderwerp die te vinden is via een uniek internetadres	pagina op het internet	pagina op het internet die toegankelijk is via een uniek internetadres	0.9054027199745178	0.8636339902877808	0.8840252757072449	0.8859763741493225	0.7144343852996826	0.9566709995269775
webschool	substantief	1.0	179029	179030	website die dient om via het internet onderwijs te verstrekken aan kinderen die ziek zijn of om een andere reden langdurig van school afwezig zijn	website voor onderwijs	website die bestemd is voor het aanbieden van onderwijs	0.7417538166046143	0.6544311046600342	0.6953617334365845	0.516165018081665	0.7800630331039429	0.8527392148971558
webshop	substantief	1.0	293087	293088	winkel die producten of diensten via internet verkoopt en gekochte waren thuisbezorgt of bij een magazijn laat afhalen door de klant, vaak tegen een lagere prijs door het uitsparen van winkelhuur en winkelpersoneel	internetwinkel	winkel die producten via internet verkoopt	0.8608663082122803	0.6579976081848145	0.7458837628364563	0.5299931764602661	0.8226847052574158	0.5282362699508667
