Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort
polletje piekhaar	verbinding	1.0	948621	948644	persoon met piekhaar;  iemand met haar dat alle kanten op staat;  iemand met een als slordig, onverzorgd of excentriek beschouwde haardos met uitstekende punten;  bij uitbreiding ook: dier met piekhaar	persoon of dier met piekhaar
pornograaf	substantief	1.0	124256	124257	iemand die, al dan niet voor zijn beroep, pornografie maakt;  meestal: schrijver van pornografische lectuur;  daarnaast ook: maker (en producent) van pornografische films, foto's e.d.	maker van pornografie
primair onderwijs	verbinding	1.0	319490	939117	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan leerlingen in het basisonderwijs en speciaal onderwijs op dit niveau;  leerplichtig onderricht in het basisonderwijs en speciaal onderwijs op dit niveau;  concreet ook: geheel van lessen en oefeningen waardoor leerlingen in het basisonderwijs en speciaal onderwijs op dit niveau hun kennis, vaardigheden en attitudes ontwikkelen	onderricht in het basisonderwijs
primus inter pares	substantief	1.0	455183	655390	(Latijn, letterlijk 'de eerste onder zijns gelijken') iemand die weliswaar dezelfde rechten en plichten heeft als de anderen van de groep waarvan hij deel uitmaakt, maar toch belangrijker en invloedrijker is dan die anderen;  bij uitbreiding ook: iets wat op het oog gelijk is aan andere soortgelijke zaken, maar in werkelijkheid als belangrijker geldt	de eerste onder zijns gelijken
prinses	substantief	2.0	125808	603259	vrouw die getrouwd is met een prins;  echtgenote, vrouw van een prins;  soms ook: vrouw die getrouwd is met een koning;  echtgenote van een koning titel van  prinses	echtgenote van een prins titel van  prinses
procureur	substantief	1.0	126127	126128	openbaar aanklager of procesvertegenwoordiger in een rechtszaak;  soms daarom ook: procureur-generaal	openbaar aanklager
professor	substantief	1.0	126520	126521	iemand die voor zijn beroep aan een universiteit of hogeschool in de hoogste wetenschappelijke rang doceert en onderzoek verricht en leidt;  in Nederland ook: benaming voor en titel van een hoogleraar;  in Vlaanderen ook: benaming voor en titel van een docent aan een academische instelling hoogleraar die zijn ambt wegens het bereiken van de pensioengerechtigde leeftijd heeft neergelegd	hoogleraar
pronostiek	substantief	3.0	126899	213519	kansspel waarbij iemand met een bepaalde inzet kan deelnemen aan de voorspelling van de uitslagen van voetbalwedstrijden;  voetbalpronostiek;  voetbaltoto;  toto, ook: formulier waarmee men het kansspel speelt;  totoformulier uitslag, uitkomst, resultaten van de voetbalpronostiek	voetbalpronostiek uitslag van de voetbalpronostiek
qualitate qua	bijwoord	1.0	454883	573141	(Latijn, letterlijk 'krachtens de bedoelde hoedanigheid') in de hoedanigheid van, uit hoofde van zijn of haar beroep of ambt;  op grond van iemands maatschappelijke positie;  ambtshalve;  ruimer ook: toch al;  van nature;  sowieso;  uiteraard	ambstshalve
raad van commissarissen	substantief	1.0	902149	902150	soms ook: toezichthoudend orgaan in een coöperatie of vereniging	toezichthoudend orgaan van een vennootschap
rentmeester	substantief	1.0	131549	131550	iemand die voor zijn beroep het zakelijke en in het bijzonder het financiële beheer voert over niet aan hem toebehorende vermogensbestanddelen (meestal onroerende goederen in particulier bezit);  financieel beheerder;  administrateur; de functie of titel van rentmeester op verantwoorde wijze goed zorgen voor iets wat men onder zijn hoede heeft ambtenaar in België die het beheer voert over de onroerende goederen van een Belgische provincie beheerder van de schepping namens God;  algemener ook: beheerder van de schepping, de aarde, de natuur op verantwoorde wijze zich gedragen alsof men het totale beheer over iets heeft	financieel beheerder beheerder namens God
rentmeester	substantief	1.1	131549	131551	beheerder van de schepping namens God;  algemener ook: beheerder van de schepping, de aarde, de natuur op verantwoorde wijze zich gedragen alsof men het totale beheer over iets heeft	beheerder namens God
risicodragend	adjectief	1.0	133089	383984	risico, gevaar met zich meebrengend;  gepaard gaande met een risico of risico's;  waaraan een risico verbonden is;  pregnanter ook: veel risico met zich meebrengend;  risicovol wedstrijd, veelal een voetbalwedstrijd, tussen twee teams met een agressieve en fanatieke schare supporters waarvan men vreest dat ze met elkaar slaags zullen raken voor, tijdens of na de wedstrijd en waarvoor strenge veiligheidsmaatregelen genomen moeten worden;  wedstrijd met een verhoogde kans op supportersgeweld;  risicowedstrijd financieel risico met zich meebrengend;  gepaard gaande met een financieel risico of financiële risico's;  waaraan een financieel risico verbonden is;  pregnanter ook: in financieel opzicht veel risico met zich meebrengend;  risicovol kapitaal dat belegd wordt en waarmee men een zeker risico neemt, omdat op voorhand niet gezegd kan worden óf het dividend opbrengt óf hoeveel dividend het precies oplevert;  risicokapitaal	risico, gevaar met zich meebrengend financieel risicovol
risicodragend	adjectief	1.1	133089	133090	financieel risico met zich meebrengend;  gepaard gaande met een financieel risico of financiële risico's;  waaraan een financieel risico verbonden is;  pregnanter ook: in financieel opzicht veel risico met zich meebrengend;  risicovol kapitaal dat belegd wordt en waarmee men een zeker risico neemt, omdat op voorhand niet gezegd kan worden óf het dividend opbrengt óf hoeveel dividend het precies oplevert;  risicokapitaal	financieel risicovol
roderen	werkwoord	2.0	133397	133399	 zich al spelend voorbereiden op iets;   van wielrenners, motorrijders ook: zich inrijden	zich inspelen; warmdraaien
rodetruidrager	substantief	1.0	133417	133418	wielrenner die de rode trui draagt in de Ronde van Spanje (de Vuelta) ten teken dat hij de (tussentijdse) leider is van het algemeen klassement;  tussentijdse leider in of uiteindelijke winnaar van het algemeen klassement in de Ronde van Spanje; wielrenner die de rode trui draagt in de Ronde van Italië (de Giro) ten teken dat hij de tussentijdse leider of winnaar is van het puntenklassement;  voorheen ook: wielrenner die de rode trui draagt in de Ronde van Frankrijk (Tour de France) ten teken dat hij de tussentijdse leider of winnaar is van het tussensprintklassement	wielrenner die de rode trui draagt
roestbak	substantief	1.0	420489	655132	oude, vaak ook slecht onderhouden auto die door roest is aangetast;  oude, roestige auto;  daarnaast ook: auto van een dusdanig slechte kwaliteit dat die snel door roest aangetast wordt oud, slecht onderhouden schip dat door roest is aangetast;  in het bijzonder: oude, slecht onderhouden (enkelwandige) olietanker die door roest is aangetast oud, slecht onderhouden vliegtuig dat door roest is aangetast oud bouwwerk, stadion dat door roest is aangetast en niet meer aan de eisen van de tijd voldoet	oude, roestige auto oude, roestige tanker oud, roestig vliegtuig oud, roestig bouwwerk
rotsmoes	substantief	1.0	396977	516887	 praatje waarvan direct duidelijk is dat het een smoes is;   doorzichtige smoes;   neutraler ook: flauwe, vervelende, nare smoes	zeer slechte smoes; flauwe smoes
rotwijf	substantief	1.0	134691	134692	hoogst onaangename vrouw;  afschuwlijk vrouwspersoon;  iets minder sterk ook: naar, vervelend vrouwspersoon scheldwoord waarmee men iemand als rotwijf bestempelt	hoogst onaangename vrouw scheldwoord voor een vrouw
r.s.v.p.	substantief	2.0	648191	932064	opmerking op een uitnodiging waarmee de geadresseerde wordt verzocht te laten weten of hij of zij eraan gehoor zal geven;  soms ook: het antwoord op zo'n verzoek r.s.v.p.-verzoek	r.s.v.p.-verzoek
salto mortale	substantief	1.0	396093	662257	(Italiaans, letterlijk 'dodelijke sprong') zeer gevaarlijke sprong, zoals die wordt uitgevoerd door acrobaten en in het bijzonder trapezewerkers, waarbij men veelal hoog boven de grond met het lichaam een volledige omwenteling maakt;  vervolgens ook: sprong waarbij men met het lichaam een volledige omwenteling maakt, bijvoorbeeld als onderdeel van een dans, een turnoefening of een computerspel	dodensprong
satisfactie	substantief	1.0	136371	136372	gevoel van tevredenheid;  voldoening;  metonymisch ook: mate van tevredenheid pregnanter: vervulling van een sterke behoefte;  bevrediging	voldoening bevrediging
schacht	substantief	1.0	136740	538619	meestal verticale kokervormige holte die in een gebouw of een andere constructie is gemaakt voor uiteenlopende doeleinden, vooral voor het transport van zaken zoals een lift of afval in een hoog gebouw;  soms ook: niet-verticale koker, zoals de boring voor de aanleg van een tunnel	kokervormig aangelegde holte
schapenkaas	substantief	1.0	136962	136963	als zaaknaam ook: hoeveelheid schapenkaas zoals deze als eindproduct in een bepaalde vorm op de markt wordt gebracht, vaak met een korst aan de buitenkant	kaas die gemaakt is van schapenmelk
scheepsramp	substantief	1.0	137188	137189	rampzalig ongeluk waarbij een schip betrokken is of waarbij verschillende schepen betrokken zijn, met doden, gewonden en/of een enorme materiële schade als gevolg;  groot scheepsongeluk;  ernstig scheepsongeval;  in het bijzonder ook: rampzalig ongeluk met een olietanker;  olieramp	ramp met een of meer schepen
schokdemping	substantief	1.0	138148	658895	eigenschap van iets die eruit bestaat dat schokken minder sterk gevoeld worden, dat het effect van schokken minder groot is, zoals bij bepaalde schoenen, sokken, zolen, autobanden, wielen en luchtkussens of het materiaal waarvan iets gemaakt is;  concreet ook: onderdeel van iets dat zorgt dat het effect van schokken minder groot is	het dempen van schokken
schouwburg	substantief	1.0	138925	138926	gebouw dat gebruikt wordt voor theatervoorstellingen en concerten en dat daartoe ook over de nodige accommodatie beschikt;  soms ook: ruimte voor theatervoorstellingen en concerten in een gebouw dat daarnaast ook andere doeleinden dient ruimte in een schouwburg waar de voorstellingen plaatsvinden bezoek aan de schouwburg instelling die een schouwburg exploiteert	gebouw voor theatervoorstellingen zaal in een schouwburg schouwburgbezoek instelling
schuimblusapparaat	substantief	1.0	408027	582613	apparaat waarmee een kleine brand met schuim geblust kan worden;  schuimblusser;  in het bijzonder ook: apparaat waarmee een brand met schuim geblust kan worden en dat voorzien is van een speciale straalpijp die het mengsel van water en schuim vernevelt in kleine druppels;  sproeischuimblusser	apparaat voor blussen van brand met schuim
schuimblusser	substantief	1.0	400460	582544	apparaat waarmee een kleine brand met schuim geblust kan worden;  schuimblusapparaat;  in het bijzonder ook: apparaat waarmee een brand met schuim geblust kan worden en dat voorzien is van een speciale straalpijp die het mengsel van water en schuim vernevelt in kleine druppels;  sproeischuimblusser	apparaat voor blussen van brand met schuim
seconde	substantief	1.0	139683	139684	één zestigste deel van een minuut in een tijdsbestek van maximaal een seconde;  in algemenere zin ook: onmiddellijk;  meteen het aantal afnemende seconden tellen in afwachting van zeker moment waarnaar men uitkijkt of waarop iets moet gebeuren;  een naderend tijdstip afwachten door het afnemende aantal seconden te tellen een klein deel van een seconde;  kleine gedeelten van seconden iets wat slechts de tijdsduur van enkele seconden vraagt een seconde die lang duurt voor het gevoel een zoveelste deel van een seconde als wordt aangegeven zoveel seconden als vermeld langer dan de toegestane tijdsduur ongeveer zoveel seconden als genoemd een seconde daarvoor;  in de seconde daarvoor een volledige seconde;  een hele seconde (zonder toevoeging van tienden of honderdsten) slechts een klein aantal seconden;  weinig seconden naarmate telkens weer een seconde verstrijkt;  bij iedere seconde die voorbijgaat met tussenpozen van een seconde;  iedere seconde zonder verschil van zelfs ook maar één seconde met de tijdsduur die wordt genoemd of voorgeschreven of die wenselijk of nodig is;  precies;  exact met een achterstand van het genoemde aantal seconden ten opzichte van een andere sporter volgens het onafgebroken of snelle tempo van opeenvolgende seconden met een zodanige nauwkeurigheid dat iedere seconde correct wordt aangegeven of gemeten;  precies;  exact de ene seconde telkens na de andere zonder onderbreking of uitzondering;  onafgebroken;  iedere seconde opnieuw;  voortdurend;  continu in algemeen gebruik zonder bijgedachte aan nauwkeurige tijdmeting: de korte tijdspanne van een enkel moment;  ogenblik zelfs niet gedurende een uiterst kleine tijdspanne;  geen moment;  geen ogenblik;  niet in het minst;  volstrekt niet	één zestigste van een minuut ogenblik
secundair onderwijs	verbinding	1.0	317027	936734	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan leerlingen in de leeftijd van twaalf tot achttien jaar;  leerplichtig onderricht voor twaalf- tot achttienjarigen;  concreet ook: geheel van lessen en oefeningen waardoor twaalf- tot achttienjarige leerlingen hun kennis, vaardigheden en attitudes ontwikkelen	onderricht voor twaalf- tot achttienjarigen
Siciliaan	substantief	2.0	140905	140907	opening van een schaakpartij met de zetten e4 - c5;  Siciliaanse opening;  metonymisch ook: schaakpartij waarbij op deze wijze geopend wordt	opening bij het schaken
sigarenmagazijn	substantief	1.0	141018	141019	winkel waar sigaren en andere rookwaren verkocht worden;  winkel waar men sigaren en andere rookwaren kan kopen;  sigarenwinkel;  in het bijzonder ook: winkel gespecialiseerd in de verkoop van sigaren;  sigarenspeciaalzaak gebouw waarin een sigarenwinkel gevestigd is	sigarenwinkel gebouw van een sigarenwinkel
s.n.	bijwoord	2.0	669964	669967	(Latijn) stilo novo, letterlijk 'nieuwe stijl', ook: stili novi, letterlijk 'naar de nieuwe stijl';   volgens de gregoriaanse kalender	stilo novo; stili novi
snip	adjectief	B.1.0	143642	309017	 ziekjes;   soms ook: snipverkouden	verkouden; snifferig
snufferd	substantief	1.0	443978	503521	bij uitbreiding ook: gezicht	neus
snus	substantief	1.0	270450	270451	losse of in een zakje voorverpakte, vochtige poedertabak met toegevoegde geur- en smaakstoffen, die als zuigtabak tussen de bovenlip en het tandvlees wordt gestopt;  bij uitbreiding ook: zakje nicotinepoeder met toegevoegde geur- en smaakstoffen	zuigtabak
soep	substantief	3.0	144075	529274	in verbindingen met negatieve bijgedachte geheel van de genoemde aard, dat men, vooral om zijn ongeordendheid, onoverzichtelijkheid of ongeregeldheid, met geringschatting beschouwt;  mengelmoes;  zootje;  allegaartje;  in de verbinding  een soep zijn  of   een soep worden  ook: toestand gekenmerkt door wanordelijkheid, onoverzichtelijkheid of ongeregeldheid hachelijke of riskante kwestie of aangelegenheid iets wat gevaarlijk, riskant of niet te vertrouwen is in de war raken;  spaak lopen;  in het honderd lopen;  stukgaan in de problemen of in de penarie zitten;  in de knoei zitten niet veel voorstellen;  slechts van geringe kwaliteit zijn;  pover gesteld zijn met wat wordt genoemd	met negatieve bijgedachte
spierbundel	substantief	2.0	145722	660668	grote, sterke, goedgetrainde, gespierde man;  krachtpatser;  met negatieve bijklank ook: iemand met meer spieren dan hersenen;  dom persoon met een overdreven aandacht voor zijn gespierde lichaam;  dommekracht	buitengewoon gespierde man
sponshanddoek	substantief	1.0	366169	658317	handdoek die gemaakt is van badstof;  in het bijzonder ook: grote badstoffen handdoek die wordt gebruikt om zich af te drogen na het baden, douchen of zwemmen, en tevens om op te zitten of liggen, bijvoorbeeld bij het zwembad of op het strand;  badhanddoek;  badlaken	badstoffen handdoek
spoor	substantief	C.2.0	146271	644660	lange, smalle, geëffende of uitgediepte strook die is ontstaan door de gang van personen en dieren of door de baan van een wiel van een voertuig;  bij uitbreiding ook: stel van dergelijke loopstroken of van twee of meer wielbanen naast elkaar, alsook het pad of de rijweg daardoor gevormd handelswijze waarmee of toestand waarbij men uiteindelijk niet verder kan van de juiste weg afraken en deze niet opnieuw kunnen vinden;  de weg niet verder weten;  de weg kwijt zijn;  verdwalen niet meer weten hoe te handelen;  in de war zijn of raken ervoor zorgen dat de genoemde persoon zich op de gewenste of correcte wijze blijft gedragen of de genoemde zaak zich op zodanige wijze blijft ontwikkelen ervoor zorgen dat de genoemde persoon zich op de gewenste of correcte wijze gedraagt of de genoemde zaak zich op zodanige wijze ontwikkelt zo te werk gaan of handelen dat men het gewenste doel of resultaat naar verwachting zal halen;  vooruitgaan of vorderingen boeken in de gewenste richting er al dan niet bewust voor zorgen dat iemand een onjuiste voorstelling van zaken krijgt en uiteindelijk wordt misleid;  iemand met of zonder opzet doen uitgaan van onjuiste aannames en conclusies zo te werk gaan of handelen dat men het gewenste doel of resultaat naar verwachting niet zal halen zich ontwikkelen op een wijze die in enig opzicht laakbaar is voor rijden bestemde of geschikte strook van een pad, rijweg of baan binnen de voor rijden bestemde of geschikte strook houden uit de voor rijden bestemde of geschikte strook raken de door iemand of iets precies gevolgde weg of route zo dat men de afgelegde route van iemand of iets precies of op de voet volgt in navolging van, naar het voorbeeld van de genoemde persoon of zaak samenstel van handelingen, stappen, stadia, voorgesteld als een te volgen route of weg waarlangs men zeker doel kan bereiken binnen zeker stramien handelen of denken	geëffende of uitgediepte strook berijdbare strook gevolgde weg of route samenstel van handelingen e.d.
stadhouder	substantief	1.0	147552	147553	man van adel met bestuurstaken, van origine als plaatsvervanger van een landsheer;  adellijke plaatsvervanger van een landsheer (een vorst van een klein gebied), zoals vroeger in allerlei andere landen of bijvoorbeeld in de Bourgondische Nederlanden;  later ook: hoge adellijke functionaris met een machtspositie en functie die vergelijkbaar is met die van de plaatsvervangers van de oude landsheren, zoals bijvoorbeeld in de Republiek der Zeven Verenigde Nederlanden	plaatsvervanger van een landsheer
Stellingwerfse	substantief	1.0	322692	545461	vrouw die afkomstig is uit het Friese gebiedsdeel Stellingwerven;  inwoonster van het Friese gebiedsdeel Stellingwerven;  daarnaast ook: vrouw die afkomstig is uit de Friese gemeente Ooststellingwerf of Weststellingwerf;  inwoonster van Ooststellingwerf of Weststellingwerf	vrouw uit Stellingwerven e.d.
Stellingwerver	substantief	1.0	148757	148758	iemand die afkomstig is uit het Friese gebied de Stellingwerven;  inwoner van het Friese gebied de Stellingwerven;  daarnaast ook: iemand die afkomstig is uit de Friese gemeente Ooststellingwerf of Weststellingwerf;  inwoner van Ooststellingwerf of Weststellingwerf iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Stellingwerven	iemand uit de Stellingwerven lid e.d. van een club uit de Stellingwerven
st.n.	bijwoord	1.0	669970	669988	(Latijn) stilo novo, letterlijk 'nieuwe stijl', ook: stili novi, letterlijk 'naar de nieuwe stijl';   volgens de gregoriaanse kalender	stilo novo; stili novi
struggle	substantief	1.0	151030	303618	strijd die gepaard gaat met vele inspanningen en soms ook ontberingen;  worsteling;  in het bijzonder ook: moeizame strijd voor gelijkberechtiging van de zwarte bevolking ten tijde van het apartheidsregime in Zuid-Afrika strijd om het bestaan	moeizame strijd
student	substantief	1.0	151083	151084	iemand die onderwijs volgt aan een universiteit, hogeschool of andere instelling voor hoger onderwijs;  in Nederland ook: leerling van het middelbaar beroepsonderwijs een student die al heel lang ingeschreven is bij een instelling voor hoger onderwijs, maar zijn studie niet afmaakt een student die zijn studie niet heeft afgemaakt de student beschouwd als een afkeurenswaardig element in de maatschappij op grond van zijn vaak arrogante en onaangepaste gedrag een student die voldoet aan bepaalde toelatingsvoorwaarden, die op de vastgestelde wijze is ingeschreven en die het inschrijfgeld heeft betaald een student die niet regelmatig is ingeschreven, die geen regelmatige student is	iemand die studeert
st.v.	bijwoord	1.0	669973	669998	(Latijn) stilo veteri, letterlijk 'oude stijl', ook: stili veteris, letterlijk 'naar de oude stijl';   volgens de juliaanse kalender	stilo veteri; stili veteris
supergroot	adjectief	1.0	151974	151975	meer dan normale afmetingen of een meer dan normale omvang hebbend;  van plaatsen en ruimtes ook: zeer uitgestrekt;  buitengewoon groot;  nog groter dan normaal;  zeer groot een man met een zeer grote penis;  een zwaargeschapen man	zeer groot in afmetingen of omvang
s.v.	bijwoord	1.0	330124	330149	(Latijn) sub voce, ook: sub verbo, onder het (volgende) woord	sub voce; sub verbo
s.v.	bijwoord	2.0	330124	670002	(Latijn) stilo veteri, letterlijk 'oude stijl', ook: stili veteris, letterlijk 'naar de oude stijl';   volgens de juliaanse kalender	stilo veteri; stili veteris
taalgebonden	adjectief	1.0	409656	516400	gebonden aan taal of een bepaalde taal;  verbonden met taal of een bepaalde bepaalde taal;  behorend bij, kenmerkend voor, betrekking hebbend op taal of een bepaalde taal, ook: gesteld in een bepaalde taal	gebonden aan (een bepaalde) taal
tafeltennisclub	substantief	1.0	153038	153039	sportclub waar de tafeltennissport beoefend wordt;  tafeltennisverenigingook: de gezamenlijke leden van zo'n sportclub	tafeltennisvereniging
tijdeloosheid	substantief	1.0	483385	612688	toestand of eigenschap dat iets niet aan tijd is gebonden;  in het bijzonder ook: het niet gekenmerkt of niet beperkt zijn door de normen, waarden, stijl of gebruiken van een specifieke tijd;  het van alle tijden zijn	het niet aan tijd gebonden zijn
tijdloos	adjectief	1.0	156356	156357	niet aan tijd gebonden;  in het bijzonder ook: niet gekenmerkt of niet beperkt door de normen, waarden, stijl of gebruiken van een specifieke tijd;  ook in bijwoordelijk gebruik: op een wijze die niet gebonden is aan een bepaalde periode	die of dat van alle tijden is
tijdloosheid	substantief	1.0	156358	156359	toestand of eigenschap dat iets niet aan tijd is gebonden;  in het bijzonder ook: het niet gekenmerkt of niet beperkt zijn door de normen, waarden, stijl of gebruiken van een specifieke tijd;  het van alle tijden zijn	het niet aan tijd gebonden zijn
tomatenteelt	substantief	1.0	157667	157668	teelt van tomatenl ook: agrarische sector die zich met de tomatenteelt bezighoudt	teelt van tomaten
trots	adjectief	4.0	159990	159994	vervuld van een groot gevoel van eigenwaarde tot uitdrukking komend in zijn houding of in de behoefte niet toe te geven of zich niet ondergeschikt te maken;  zelfbewust;  fier;  in meer negatieve zin ook: vervuld van een gevoel dat men meer is dan anderen;  hooghartig	vervuld van eigenwaarde
Tsjech	substantief	1.0	160176	160177	iemand met de Tsjechische nationaliteit;  iemand die behoort tot het Tsjechische volk;  iemand die afkomstig is uit Tsjechië;  inwoner van Tsjechië;  voor 1993 ook: inwoner van Tsjechië als deel van het voormalige Tsjecho-Slowakije	iemand uit Tsjechië
Tsjechische	substantief	1.0	323274	651031	vrouw die afkomstig is uit Tsjechië;  vrouw met de Tsjechische nationaliteit;  vrouw die behoort tot het Tsjechische volk;  inwoonster van Tsjechië;  voor 1993 ook: vrouw uit Tsjechië als deel van het voormalige Tsjecho-Slowakije	vrouw uit Tsjechië
tukker	substantief	1.0	160442	160444	iemand die afkomstig is uit Twente, een oostelijke landstreek in Nederland, grotendeels gelegen in de provincie Overijssel en voor een klein deel in de provincie Gelderland;   inwoner van Twente;   Twentenaar iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Twente;   in het bijzonder ook: speler of aanhanger van FC Twente of Heracles, de Nederlandse voetbalclubs uit Enschede en Almelo die in het betaald voetbal uitkomen	Twent; Twentenaar lid e.d. van een club uit Twente
tukker	substantief	1.1	160442	545913	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Twente;  in het bijzonder ook: speler of aanhanger van FC Twente of Heracles, de Nederlandse voetbalclubs uit Enschede en Almelo die in het betaald voetbal uitkomen	lid e.d. van een club uit Twente
Twentenaar	substantief	1.0	161205	161206	iemand die afkomstig is uit Twente, een oostelijke landstreek in Nederland, grotendeels gelegen in de provincie Overijssel en voor een klein deel in de provincie Gelderland;  inwoner van Twente;  Twent iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Twente;  in het bijzonder ook: speler of aanhanger van FC Twente of Heracles, de Nederlandse voetbalclubs uit Enschede en Almelo die in het betaald voetbal uitkomen	iemand uit Twente lid e.d. van een club uit Twente
Twentenaar	substantief	1.1	161205	545803	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Twente;  in het bijzonder ook: speler of aanhanger van FC Twente of Heracles, de Nederlandse voetbalclubs uit Enschede en Almelo die in het betaald voetbal uitkomen	lid e.d. van een club uit Twente
twitteren	werkwoord	1.0	161290	161291	gebruikmaken van, communiceren via de sociale netwerksite Twitter, een internetdienst die gebruikers in staat stelt in een kort berichtje van oorspronkelijk maximaal 140, later 280 karakters (een zogeheten  tweet ) mee te delen wat zij aan het doen zijn, wat zij van plan zijn, wat hen beweegt e.d.;  in het bijzonder ook: via de mobiele telefoon of via internet een tweet plaatsen	communiceren via Twitter
uitentreuren	bijwoord	1.0	161732	161733	iedere keer maar weer opnieuw;  telkens weer;  negatiever ook: tot vervelens toe;  tot in het oneindige;  eindeloos	steeds maar weer
universitair onderwijs	verbinding	1.0	936749	939234	het gestructureerd aanleren van kennis, vaardigheden en attitudes aan studenten binnen het kader van universitaire opleidingen;  concreet ook: geheel van colleges, werkcolleges, practica e.d. waardoor universiteitsstudenten hun kennis, vaardigheden en attitudes ontwikkelen	universitair onderricht
uur	substantief	4.0	163316	564632	bepaald ogenblik in een etmaal, zoals door een klok of horloge wordt aangegeven of dat min of meer precies is te situeren in de dagindeling een slecht, ongunstig of ongeschikt tijdstip tijdstip met veel bezigheden, met een grote toeloop van belangstellenden, met veel verkeer enz., respectievelijk tijdstip met weinig bezigheden, met een geringe toeloop van belangstellenden, met weinig verkeer enz. onveranderlijk tijdstip als begin of einde voor iets ieder tijdstip in de loop van een etmaal;  algemener ook: altijd, voortdurend, steevast bepaald moment, zeker tijdstip dat in de nacht valt zeker tijdstip laat in de avond of nacht geheim tijdstip waarop een militaire operatie zal plaatsvinden zeker tijdstip vroeg in de ochtend op alle tijdstippen;  altijd;  voortdurend op tijdstippen die steeds wisselen	bepaald ogenblik in een etmaal
Venetiaan	substantief	1.0	165250	165251	iemand uit de Italiaanse stad of provincie Venetië;  inwoner van Venetië;  historisch ook: iemand uit de voormalige Republiek Venetië in Italië	iemand uit Venetië
Venetiaanse	substantief	1.0	165253	165254	vrouw uit de Italiaanse stad of provincie Venetië;  inwoonster van Venetië;  historisch ook: vrouw uit de voormalige Republiek Venetië in Italië	vrouw uit Venetië
vennoot	substantief	1.0	165293	165294	iemand die deel uitmaakt van een vennootschap of maatschap;   aandeelhouder in een vennootschap;   compagnon;   associé;   soms ook: rechtspersoon of andere vennootschap die deel uitmaakt van een vennootschap of maatschap	handelscompagnon; aandeelhouder
vennootschap	substantief	1.0	165295	165296	samenwerkingsvorm op basis van een overeenkomst waarbij twee of meer personen (vennoten) geld, goederen of diensten inbrengen met als doel vermogensvoordeel;  overeenkomst voor een economische samenwerking;  soms ook: rechtslichaam ontstaan door deze overeenkomst	economische samenwerking
verdeler	substantief	1.0	165786	524061	iemand die iets verdeelt;  iemand die goederen uitdeelt of in juiste porties opdeelt iemand die voor zijn beroep als officiële vertegenwoordiger van een specifiek merk producten verkoopt in een bepaald rayon;  persoon die van een producent toestemming heeft diens producten zelfstandig te verkopen;  dealer;  distributeur; onderneming met dergelijke handelsactiviteit iemand die voor zijn beroep films op de markt brengt;  persoon die ervoor zorgt dat een film gaat draaien in de bioscoop;  distributeur van films;  filmdistributeur;  vaak ook: onderneming met dergelijke handelsactiviteit bedrijf dat post, folders of pakketjes verspreidt;  distributeur die post of goederen naar een bepaalde plek zendt bedrijf dat radiosignalen, tv-signalen of internet verspreidt;  provider van signalen, zoals internet, radio of tv organisatie of instantie die ervoor zorgt dat zaken zoals goederen, geld of iets anders gedoseerd op de juiste plek terechtkomen	iemand die iets verdeelt dealer filmdistributeur distributeur van post provider instantie die zaken verdeelt
verdeler	substantief	1.2	165786	524067	iemand die voor zijn beroep films op de markt brengt;  persoon die ervoor zorgt dat een film gaat draaien in de bioscoop;  distributeur van films;  vaak ook: onderneming met dergelijke handelsactiviteit	filmdistributeur
vergadercultuur	substantief	1.0	166172	166173	cultuur waarin vergaderen centraal staat;  pregnanter ook: cultuur waarin veel te veel vergaderd wordt;  cultuur veel te veel gepraat en veel te weinig gehandeld wordt	cultuur waarin veel vergaderd wordt
verwarming	substantief	2.0	169127	610433	installatie om ruimtes zoals woningen en voertuigen mee te verwarmen;  vaak ook: centrale verwarming zichtbare deel van de centrale verwarming waar het heet water ingepompt wordt;  radiator	installatie om te verwarmen radiator
visseizoen	substantief	1.0	472947	523141	jaarlijks terugkerende periode waarin wordt gevist;  specifieker ook: jaarlijks terugkerende periode met een strikte termijn waarbinnen mag worden gevist onder vergunningsvoorwaarden opgelegd door de overheid	seizoen om te vissen
Vlaamse	substantief	1.0	171007	171008	vrouw die afkomstig is uit de provincie Oost-Vlaanderen of West-Vlaanderen;  inwoonster van de provincie Oost-Vlaanderen of West-Vlaanderen;  meer algemeen ook: vrouw die afkomstig is uit het Vlaams Gewest;  inwoonster van het Vlaams Gewest	vrouw uit Vlaanderen
voorbeeldzin	substantief	1.0	174544	174545	zin die als voorbeeld van taalgebruik wordt gegeven, vooral in grammatica's, schoolboeken, taalcursussen, computerprogramma's voor het leren van een taal e.d.;  zin die het taalgebruik moet illustreren;  zin die het woordgebruik duidelijk moet maken;  in het bijzonder ook: verzonnen of uit een bron overgenomen zin die in een woordenboek wordt opgenomen als voorbeeld van het woordgebruik en in het bijzonder van de gegeven betekenis van een woord of woordgroep	zin die als voorbeeld gegeven wordt
